_num,id,rank,workers,company,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,revenue_per_employee,growth_category
947,22920,947,250,NSR Solutions,nsr-solutions,Maryland,MD,Rockville,Washington DC,476.3796,11510290.0,Government Services,2,46041.16,Low
948,25356,948,11,SeQuel Response,sequel-response,Minnesota,MN,Eden Prairie,Minneapolis,476.0575,10986534.0,Advertising & Marketing,1,998775.8181818182,Low
949,23391,949,92,Fingerpaint,fingerpaint,New York,NY,Saratoga Springs,Albany-Schenectady-Troy NY,475.6549,18680000.0,Advertising & Marketing,2,203043.47826086957,Low
950,17769,950,47,VariQ,variq,Maryland,MD,Rockville,Washington DC,474.654,18682000.0,Government Services,5,397489.3617021277,Low
951,25515,951,403,Bosque Systems,bosque-systems,Texas,TX,Fort Worth,Dallas,474.4075,81527934.0,Energy,1,202302.5657568238,Low
952,24991,952,16,GINIA,ginia,Virginia,VA,Alexandria,Washington DC,473.9823,3243000.0,Government Services,1,202687.5,Low
953,25230,953,9,Edge Velocity,edge-velocity,New Hampshire,NH,Salem,Boston,473.2331,2002160.0,Telecommunications,1,222462.22222222222,Low
954,19435,954,11,The Ticket Experience,the-ticket-experience,Texas,TX,Houston,Houston,473.1988,20951470.0,Retail,4,1904679.0909090908,Low
955,21350,955,36,Indique Hair,indique-hair,Massachusetts,MA,Boston,Boston,471.7116,7087017.0,Retail,3,196861.58333333334,Low
956,23203,956,25,PlayMaker CRM,playmaker-crm,Tennessee,TN,Franklin,Nashville,471.3306,2821436.0,Software,2,112857.44,Low
957,22932,957,36,Wilson Legal Solutions,wilson-legal-solutions,Pennsylvania,PA,Newtown Square,Philadelphia,471.2581,8297735.0,IT Services,2,230492.63888888888,Low
958,24857,958,38,MACK Companies,mack-companies,Illinois,IL,Tinley Park,Chicago,471.2536,46250100.0,Real Estate,1,1217107.894736842,Low
959,20990,959,320,Wireless Communications,wireless-communications,South Carolina,SC,Greenville,Newberry SC,471.134,45428000.0,Retail,3,141962.5,Low
960,25474,960,24,The Wasmer Company,the-wasmer-company,Wisconsin,WI,New Holstein,Appleton WI,470.0326,6264054.0,Energy,1,261002.25,Low
961,25049,961,26,Konnect Public Relations,konnect-public-relations,California,CA,Los Angeles,Los Angeles,469.5599,2341603.0,Advertising & Marketing,1,90061.65384615384,Low
962,23454,962,30,JB Cosmetics,jb-cosmetics,California,CA,Corona,Riverside-San Bernardino-Ontario CA,468.4197,7801453.0,Consumer Products & Services,2,260048.43333333332,Low
963,25788,963,66,Lumen21,lumen21,California,CA,Orange,Los Angeles,468.3353,5701875.0,IT Services,1,86392.04545454546,Low
964,26523,964,20,ARI Logistics,ari-logistics,Alabama,AL,Birmingham,Birmingham-Hoover AL,467.9046,16400794.0,Logistics & Transportation,1,820039.7,Low
965,25040,965,675,Technical Engineering Consultants,technical-engineering-consultants,Michigan,MI,Troy,Detroit,467.6506,45194260.0,Human Resources,1,66954.45925925925,Low
966,26542,966,4,The Mass Media Group,the-mass-media-group,South Carolina,SC,Greenville,Greenville-Mauldin-Easley SC,467.2308,6086228.0,Advertising & Marketing,1,1521557.0,Low
967,17322,967,275,Thrillist Media Group,thrillist-media-group,New York,NY,New York,New York City,465.5602,83069000.0,Media,5,302069.0909090909,Low
968,21035,968,133,Bizo,bizo,California,CA,San Francisco,San Francisco,465.0702,37100289.0,Advertising & Marketing,3,278949.54135338345,Low
969,21348,969,45,RevolutionEHR,revolutionehr,Wisconsin,WI,Madison,Madison WI,465.0479,5528700.0,Software,3,122860.0,Low
970,25800,970,14,Billiards.com,billiardscom,Oregon,OR,Portland,Portland OR,464.198,8027815.0,Retail,1,573415.3571428572,Low
971,23405,971,60,Blink Reaction,blink-reaction,New Jersey,NJ,Manalapan,New York City,463.278,5266176.0,IT Services,2,87769.6,Low
972,21290,972,78,Integrity Express Logistics,integrity-express-logistics,Ohio,OH,Blue Ash,Cincinnati,462.9459,49339328.0,Logistics & Transportation,3,632555.4871794871,Low
973,24826,973,87,Benaissance,benaissance,Nebraska,NE,Omaha,Omaha-Council Bluffs NE-IA,461.1983,9913180.0,Insurance,1,113944.59770114943,Low
974,23923,974,65,Gatesman+Dave,gatesmandave,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,460.2266,36593517.0,Advertising & Marketing,2,562977.1846153847,Low
975,21373,975,116,Clearent,clearent,Missouri,MO,Clayton,St. Louis MO-IL,459.7678,80981529.0,Financial Services,3,698116.6293103448,Low
976,25785,976,2,IT Partners (Bethel Park PA),it-partners-bethel-park-pa,Pennsylvania,PA,Bethel Park,Pittsburgh PA,459.1302,2001731.0,IT Services,1,1000865.5,Low
977,25328,977,100,Silverline,silverline,New York,NY,New York,New York City,458.6195,16098296.0,IT Services,1,160982.96,Low
978,26473,978,515,A. Marshall Family Foods,a-marshall-family-foods,Tennessee,TN,Franklin,Nashville,457.4853,13733550.0,Food & Beverage,1,26667.087378640776,Low
979,25607,979,73,Kanta Electric,kanta-electric,New York,NY,Woodside,New York City,457.3871,28221630.0,Construction,1,386597.6712328767,Low
980,21627,980,55,Kovarus,kovarus,California,CA,San Ramon,San Francisco,456.5548,117377345.0,IT Services,3,2134133.5454545454,Low
981,23654,981,115,Communication Infrastructure Corporation,communication-infrastructure-corporation,California,CA,Oxnard,Oxnard-Thousand Oaks-Ventura CA,456.2166,35114684.0,Telecommunications,2,305345.07826086954,Low
982,24861,982,25,FlashBanc,flashbanc,Florida,FL,Boca Raton,Miami,455.4194,2039500.0,Financial Services,1,81580.0,Low
983,25264,983,6,Fisher Wallace Laboratories,fisher-wallace-laboratories,New York,NY,New York,New York City,455.3728,2119497.0,Health,1,353249.5,Low
984,25978,984,15,Motivate Design,motivate-design,New York,NY,New York,New York City,455.2561,2060000.0,Business Products & Services,1,137333.33333333334,Low
985,23365,985,6,Fresh Consulting,fresh-consulting,Washington,WA,Bellevue,Seattle,455.064,4768000.0,IT Services,2,794666.6666666666,Low
986,2901,986,800,OtterBox,otterbox,Colorado,CO,Fort Collins,Boulder CO,455.0489,923607000.0,Consumer Products & Services,7,1154508.75,Low
987,26530,987,7,Foodlinks,foodlinks,Kansas,KS,Overland Park,Kansas City MO-KS,454.7134,9483724.0,Food & Beverage,1,1354817.7142857143,Low
988,25156,988,9,ChiroHealthUSA,chirohealthusa,Mississippi,MS,Flowood,Jackson MS,454.345,2774419.0,Health,1,308268.77777777775,Low
989,1026,989,65,Six Dimensions,six-dimensions,California,CA,San Ramon,San Francisco,454.2841,9640286.0,IT Services,3,148312.0923076923,Low
990,25692,990,44,Quest Group,quest-group,Georgia,GA,Atlanta,Atlanta,454.1161,13624329.0,Human Resources,1,309643.8409090909,Low
991,26568,991,25,Globeimmune,globeimmune,Colorado,CO,Louisville,Boulder CO,453.5398,22518000.0,Health,1,900720.0,Low
992,26421,992,280,Keller Williams Legacy Partners,keller-williams-legacy-partners,Maryland,MD,Baltimore,Baltimore,453.2027,8469484.0,Real Estate,1,30248.157142857144,Low
993,23544,993,12,Victory Marketing Agency,victory-marketing-agency,Florida,FL,Fort Myers,Cape Coral-Fort Myers FL,452.9429,2946594.0,Advertising & Marketing,2,245549.5,Low
994,26504,994,16,Grass Roots Meetings & Events,grass-roots-meetings-events,New York,NY,New York,New York City,452.5294,4149496.0,Business Products & Services,1,259343.5,Low
995,23528,995,687,FastMed Urgent Care,fastmed-urgent-care,North Carolina,NC,Clayton,Raleigh-Cary NC,452.185,51048267.0,Health,2,74306.06550218341,Low
996,23827,996,75,Adroit Associates,adroit-associates,New Jersey,NJ,Iselin,New York City,449.7586,7702481.0,IT Services,2,102699.74666666667,Low
997,23647,997,35,Reed Integration,reed-integration,Virginia,VA,Suffolk,Virginia Beach-Norfolk-Newport News VA-NC,448.419,4695860.0,Government Services,2,134167.42857142858,Low
998,23462,998,58,Three Twins Ice Cream,three-twins-ice-cream,California,CA,Petaluma,San Francisco,448.1425,6695320.0,Food & Beverage,2,115436.55172413793,Low
999,21548,999,21,HVAC.com,hvac-com,Ohio,OH,Monroe,Cincinnati,447.9552,10245310.0,Retail,3,487871.90476190473,Low
1000,23131,1000,78,ReverbNation,reverbnation,North Carolina,NC,Durham,Durham NC,447.1142,17541235.0,Software,2,224887.62820512822,Low
1001,23547,1001,4,Revenue Universe,revenue-universe,Florida,FL,Sarasota,Panama City-Lynn Haven FL,446.557,7148086.0,Advertising & Marketing,2,1787021.5,Low
1002,26518,1002,20,Potenza,potenza,Louisiana,LA,Lafayette,Lafayette LA,446.5286,2162537.0,Advertising & Marketing,1,108126.85,Low
1003,21766,1003,278,PinnacleAIS,pinnacleais,Texas,TX,Pasadena,Houston,444.81,34802761.0,Energy,3,125189.78776978418,Low
1004,17263,1004,136,Gazelle,gazelle,Massachusetts,MA,Boston,Boston,444.5509,116099931.0,Consumer Products & Services,5,853675.9632352941,Low
1005,26258,1005,87,Trident Technologies,trident-technologies,Alabama,AL,Huntsville,Huntsville AL,444.263,11630063.0,Government Services,1,133678.88505747126,Low
1006,25014,1006,48,Brad's Deals,brads-deals,Illinois,IL,Chicago,Chicago,444.1716,17506000.0,Consumer Products & Services,1,364708.3333333333,Low
1007,26279,1007,103,QuarterLine,quarterline,Virginia,VA,McLean,Washington DC,442.6587,14691400.0,Health,1,142634.9514563107,Low
1008,23235,1008,23,Largetail,largetail,New York,NY,New York,New York City,441.7989,5120000.0,Advertising & Marketing,2,222608.69565217392,Low
1009,25269,1009,13,Hudson Fiber Network,hudson-fiber-network,New Jersey,NJ,Paramus,New York City,441.7443,14243000.0,Telecommunications,1,1095615.3846153845,Low
1010,8109,1010,210,Unitrends,unitrends,South Carolina,SC,Columbia,Columbia SC,441.1668,54398909.0,IT Services,4,259042.4238095238,Low
1011,26614,1011,8,Madécasse Chocolate,madecasse-chocolate,New York,NY,Brooklyn,New York City,440.5915,2571053.0,Food & Beverage,1,321381.625,Low
1012,23108,1012,38,Ivy Exec,ivy-exec,New York,NY,New York,New York City,439.6213,3253393.0,Human Resources,2,85615.6052631579,Low
1013,25793,1013,360,LGS Industries,lgs-industries,Indiana,IN,Middlebury,Elkhart-Goshen IN,439.3516,50874967.0,Consumer Products & Services,1,141319.35277777776,Low
1014,25209,1014,5,Convoy Technologies,convoy-technologies,California,CA,Newport Beach,Los Angeles,439.2422,2514470.0,Logistics & Transportation,1,502894.0,Low
1015,23414,1015,52,Johnson Creek Enterprises,johnson-creek-enterprises,Wisconsin,WI,Hartland,Milwaukee-Waukesha-West Allis WI,438.7342,8512000.0,Consumer Products & Services,2,163692.3076923077,Low
1016,26138,1016,21,Smarter Agent Mobile,smarter-agent-mobile,New Jersey,NJ,Collingswood,Philadelphia,438.2906,3059692.0,Software,1,145699.61904761905,Low
1017,23182,1017,17,VCA,vca,Arizona,AZ,Phoenix,Phoenix,438.2234,6264129.0,Business Products & Services,3,368478.17647058825,Low
1018,20397,1018,162,Gorilla Commerce,gorilla-commerce,Illinois,IL,Chicago,Chicago,437.9196,16125297.0,Software,4,99538.87037037036,Low
1019,25887,1019,13,Three Square Design Group,three-square-design-group,Texas,TX,Houston,Houston,437.6101,2083325.0,Construction,1,160255.76923076922,Low
1020,26508,1020,11,Avanti Global Resources,avanti-global-resources,Minnesota,MN,Spring Park,Minneapolis,436.558,5201409.0,Computer Hardware,1,472855.36363636365,Low
1021,25254,1021,20,Edelberg & Associates,edelberg-associates,Georgia,GA,Dacula,Atlanta,436.1943,3669928.0,Health,1,183496.4,Low
1022,21067,1022,87,Choice Home Warranty,choice-home-warranty,New Jersey,NJ,Edison,New York City,435.9959,27130228.0,Insurance,3,311841.7011494253,Low
1023,24678,1023,607,ARMA Global,arma-global,Florida,FL,Tampa,Tampa,435.6846,172852037.0,Government Services,1,284764.4761120264,Low
1024,2761,1024,218,Inthinc,inthinc,Utah,UT,Salt Lake City,Salt Lake City,435.5514,44308383.0,Telecommunications,5,203249.4633027523,Low
1025,24097,1025,280,Relias Learning,relias-learning,North Carolina,NC,Cary,Raleigh-Cary NC,434.8736,42945000.0,Software,2,153375.0,Low
1026,23035,1026,123,TEEMA Solutions Group,teema-solutions-group,California,CA,Irvine,Los Angeles,434.6566,40404000.0,Human Resources,2,328487.8048780488,Low
1027,26267,1027,17,Candlelight Homes,candlelight-homes,Utah,UT,South Jordan,Salt Lake City,434.471,60095919.0,Construction,1,3535054.0588235296,Low
1028,25860,1028,42,SalesRoads,salesroads,Florida,FL,Coral Springs,Miami,434.1605,2024399.0,Business Products & Services,1,48199.97619047619,Low
1029,23353,1029,29,360 Cloud Solutions,360-cloud-solutions,Arizona,AZ,Scottsdale,Phoenix,433.6858,3008979.0,Software,2,103757.89655172414,Low
1030,25720,1030,19,Fusion PPT,fusion-ppt,Virginia,VA,Vienna,Washington DC,431.8811,3412310.0,IT Services,1,179595.26315789475,Low
1031,25099,1031,21,More Than Rewards,more-than-rewards,Wisconsin,WI,Franklin,Milwaukee-Waukesha-West Allis WI,431.8269,2137008.0,Software,1,101762.28571428571,Low
1032,26139,1032,133,Axiom Technology Group,axiom-technology-group,Illinois,IL,Des Plaines,Chicago,431.7071,10117679.0,IT Services,1,76072.77443609023,Low
1033,24985,1033,10,StaffRehab,staffrehab,California,CA,Newport Beach,Los Angeles,431.4682,2386388.0,Health,1,238638.8,Low
1034,24862,1034,75,The Big Salad,the-big-salad,Michigan,MI,Grosse Pointe Farms,Detroit,430.53,2220146.0,Food & Beverage,1,29601.946666666667,Low
1035,26154,1035,27,GreenerU,greeneru,Massachusetts,MA,Watertown,Boston,429.3323,7753897.0,Engineering,1,287181.3703703704,Low
1036,25273,1036,29,FyrSoft,fyrsoft,Texas,TX,Houston,Houston,428.6026,4842000.0,IT Services,1,166965.5172413793,Low
1037,24924,1037,33,MeritCard,meritcard,Texas,TX,Dallas,Dallas,428.5101,11503291.0,Financial Services,1,348584.57575757575,Low
1038,23795,1038,80,Landmark Home Warranty,landmark-home-warranty,Utah,UT,Riverton,Salt Lake City,428.3527,9984128.0,Insurance,2,124801.6,Low
1039,22996,1039,11,GiftCardRescue.com,giftcardrescuecom,Maryland,MD,Ellicott City,Baltimore,428.0628,10063019.0,Consumer Products & Services,2,914819.9090909091,Low
1040,23089,1040,29,FreightPros,freightpros,Texas,TX,Austin,Austin,427.9143,10185405.0,Logistics & Transportation,2,351220.8620689655,Low
1041,23420,1041,9,Nest Realty,nest-realty,Virginia,VA,Charlottesville,Charlottesville VA,427.7425,7690000.0,Real Estate,2,854444.4444444445,Low
1042,24006,1042,22,Merge Design & Interactive,merge-design-interactive,Illinois,IL,Chicago,Chicago,427.6163,7260000.0,Advertising & Marketing,2,330000.0,Low
1043,25591,1043,18,Symmetrics Group,symmetrics-group,Georgia,GA,Atlanta,Atlanta,427.5818,3180527.0,Business Products & Services,1,176695.94444444444,Low
1044,26173,1044,98,PitchBook Data,pitchbook-data,Washington,WA,Seattle,Seattle,427.3904,10590000.0,Financial Services,1,108061.22448979592,Low
1045,25661,1045,50,IntelliAir,intelliair,Missouri,MO,Archie,Kansas City MO-KS,427.3479,7019000.0,Engineering,1,140380.0,Low
1046,23641,1046,10,Vertical Direct Marketing Group,vertical-direct-marketing-group,California,CA,San Diego,San Diego,426.879,3436400.0,Advertising & Marketing,2,343640.0,Low
1047,23459,1047,33,Imagine Easy Solutions,imagine-easy-solutions,New York,NY,New York,New York City,425.3973,6312029.0,Education,2,191273.60606060605,Low
1048,25712,1048,23,King of Carts,king-of-carts,South Carolina,SC,Columbia,Columbia SC,424.9881,5567704.0,Retail,1,242074.08695652173,Low
1049,25968,1049,62,Bush Construction,bush-construction,Iowa,IA,Davenport,Davenport-Moline-Rock Island IA-IL,424.6077,46251968.0,Construction,1,745999.4838709678,Low
1050,21399,1050,43,Integrity Engineering & Design Solutions,integrity-engineering-design-solutions,Arizona,AZ,Scottsdale,Phoenix,423.9347,4610982.0,Engineering,3,107232.13953488372,Low
1051,21235,1051,90,Allied Wallet,allied-wallet,California,CA,West Hollywood,Los Angeles,423.6905,15646129.0,Financial Services,2,173845.8777777778,Low
1052,25485,1052,7,RE/MAX Dynamic-The Duncan Duo & Associates,remax-dynamic-the-duncan-duo-associates,Florida,FL,Tampa,Tampa,423.4462,2800437.0,Real Estate,1,400062.4285714286,Low
1053,25106,1053,22,4DSP,4dsp,Texas,TX,Austin,Austin,423.4251,5467756.0,Telecommunications,1,248534.36363636365,Low
1054,25466,1054,35,SoloHealth,solohealth,Georgia,GA,Duluth,Atlanta,422.9179,9104000.0,Health,1,260114.2857142857,Low
1055,23573,1055,595,SCIO Health Analytics,scio-health-analytics,Connecticut,CT,West Hartford,Hartford-West Hartford-East Hartford CT,422.2272,46849000.0,Health,2,78737.81512605042,Low
1056,22578,1056,40,Inilex,inilex,Arizona,AZ,Phoenix,Phoenix,421.9112,16690369.0,Security,3,417259.225,Low
1057,23003,1057,50,Mobomo,mobomo,Virginia,VA,Reston,Washington DC,421.2347,4000132.0,Software,2,80002.64,Low
1058,23463,1058,0,Fruitables Pet Food,fruitables-pet-food,Texas,TX,Dallas,Dallas,419.4628,5022478.0,Food & Beverage,2,inf,Low
1059,23177,1059,224,Santa Rosa Consulting,santa-rosa-consulting,Tennessee,TN,Franklin,Nashville,419.4215,69670000.0,Health,2,311026.78571428574,Low
1060,25737,1060,39,Enterprise Trenchless Technologies,enterprise-trenchless-technologies,Maine,ME,Lisbon Falls,Lewiston-Auburn ME,418.995,24403144.0,Construction,1,625721.641025641,Low
1061,25553,1061,75,Siteline Interior Carpentry,siteline-interior-carpentry,Illinois,IL,Midlothian,Chicago,418.7352,14857001.0,Construction,1,198093.34666666668,Low
1062,23457,1062,26,Confirm BioSciences,confirm-biosciences,California,CA,San Diego,San Diego,418.6938,3451715.0,Health,2,132758.26923076922,Low
1063,25044,1063,42,Fenton Family Dental,fenton-family-dental,Maryland,MD,Silver Spring,Washington DC,418.6516,5664080.0,Health,1,134859.04761904763,Low
1064,24837,1064,20,4SIGHT Supply Chain Group,4sight-supply-chain-group,New Jersey,NJ,Paramus,New York City,418.4562,5649125.0,Logistics & Transportation,1,282456.25,Low
1065,26294,1065,20,Consolidated Construction Services,consolidated-construction-services,California,CA,Carlsbad,San Diego,418.3997,2903598.0,Construction,1,145179.9,Low
1066,23285,1066,3,ShedsForLessDirect.com,shedsforlessdirectcom,Missouri,MO,O'Fallon,St. Louis MO-IL,418.2258,5071777.0,Retail,2,1690592.3333333333,Low
1067,25462,1067,16,Ypulse,ypulse,New York,NY,New York,New York City,418.1019,2953150.0,Business Products & Services,1,184571.875,Low
1068,22990,1068,36,RMGS,rmgs,Virginia,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,417.9423,5646788.0,Government Services,2,156855.22222222222,Low
